"employeeid","periodfrom","periodto","company","position","remarks","id"
"90A6CEF3A7BC11E594AA00FF59FBB323","0000-00","0000-00","EDS MANUFACTURING, PRODUCTION OPERATOR,","","","90A7E68BA7BC11E594AA00FF59FBB323"
"90A6CEF3A7BC11E594AA00FF59FBB323","0000-00","0000-00","1YR","","","90A7F6A0A7BC11E594AA00FF59FBB323"
"90A941A2A7BC11E594AA00FF59FBB323","0000-00","0000-00","KFC, SERVICE CREW, 5MOS","","","90AA115EA7BC11E594AA00FF59FBB323"
"90A941A2A7BC11E594AA00FF59FBB323","0000-00","0000-00","SM DEPT STORE, STOCKMAN, 5MOS.","","","90AA22F1A7BC11E594AA00FF59FBB323"
"90A941A2A7BC11E594AA00FF59FBB323","0000-00","0000-00","EDS MANUFACTURING, PRODUCTION OPERATOR,","","","90AA2DF6A7BC11E594AA00FF59FBB323"
"90A941A2A7BC11E594AA00FF59FBB323","0000-00","0000-00","SM DEPT STORE, STOCKMAN, 5MOS.","","","90AA3841A7BC11E594AA00FF59FBB323"
"90ABA49EA7BC11E594AA00FF59FBB323","0000-00","0000-00","SM STA.ROSA, CASHIER, 6MOS","","","90ACAE09A7BC11E594AA00FF59FBB323"
"90AD938CA7BC11E594AA00FF59FBB323","0000-00","0000-00","CHOWKING, COOK, 4MOS","","","90AE6B8FA7BC11E594AA00FF59FBB323"
"90B5AEE0A7BC11E594AA00FF59FBB323","0000-00","0000-00","MERCHANDISER/SUN PRIDE FOODS/EOC","","","90B82487A7BC11E594AA00FF59FBB323"
"90B5AEE0A7BC11E594AA00FF59FBB323","0000-00","0000-00","MERCHANDISER/COLGATE/EOC","","","90B84D4BA7BC11E594AA00FF59FBB323"
"90B5AEE0A7BC11E594AA00FF59FBB323","0000-00","0000-00","COOK/TEQUILA JOE'S/COMPANY CLOSED","","","90B87CD3A7BC11E594AA00FF59FBB323"
"90B5AEE0A7BC11E594AA00FF59FBB323","0000-00","0000-00","MERCHANDISER/COLGATE/EOC","","","90B8A023A7BC11E594AA00FF59FBB323"
"90BB874BA7BC11E594AA00FF59FBB323","0000-00","0000-00","CHEF COOK-TEQUILA JOES","","","90BCD58AA7BC11E594AA00FF59FBB323"
"90BE45E5A7BC11E594AA00FF59FBB323","0000-00","0000-00","PURCHASER/ TEQUILA JOE'S BAR & RESTO","","","90BF6258A7BC11E594AA00FF59FBB323"
"90BE45E5A7BC11E594AA00FF59FBB323","0000-00","0000-00","COOK/ SUNBURST FRIED CHICKEN","","","90BF743AA7BC11E594AA00FF59FBB323"
"90C07FE4A7BC11E594AA00FF59FBB323","0000-00","0000-00","DINING CREW-TEQUILA JOE-EOC","","","90C16927A7BC11E594AA00FF59FBB323"
"90C36026A7BC11E594AA00FF59FBB323","0000-00","0000-00","ROAMING GUARD-AYALA CENTER CEBU","","","90C47CD8A7BC11E594AA00FF59FBB323"
"90C57DFCA7BC11E594AA00FF59FBB323","0000-00","0000-00","GERRYS GRILL BARTENDER/EOC","","","90C661B4A7BC11E594AA00FF59FBB323"
"90C57DFCA7BC11E594AA00FF59FBB323","0000-00","0000-00","PIER 1 BARTENDER/ RESIGNED","","","90C67060A7BC11E594AA00FF59FBB323"
"90C57DFCA7BC11E594AA00FF59FBB323","0000-00","0000-00","PRISTINE INTR. SALES AGENT/RESIGNED","","","90C6827FA7BC11E594AA00FF59FBB323"
"90C7A80BA7BC11E594AA00FF59FBB323","0000-00","0000-00","COOKED GOLDEN COWRIE/EOC","","","90C87209A7BC11E594AA00FF59FBB323"
"90C9BC9CA7BC11E594AA00FF59FBB323","0000-00","0000-00","PACKER/BAKER-GOLDILOCKS CORP.","","","90CA88E5A7BC11E594AA00FF59FBB323"
"90CB8DF8A7BC11E594AA00FF59FBB323","0000-00","0000-00","BAKER-GOLDILOCKS CEBU-EOC","","","90CC91DAA7BC11E594AA00FF59FBB323"
"90CD786CA7BC11E594AA00FF59FBB323","0000-00","0000-00","EAST WEST CAFE, CASHIER, 4YRS. & 7MOS.","","","90CEDFB4A7BC11E594AA00FF59FBB323"
"90CFBE3DA7BC11E594AA00FF59FBB323","0000-00","0000-00","GILLAMAC, CONSTRUCTION WORKER, 6MOS.","","","90D0865BA7BC11E594AA00FF59FBB323"
"90D27023A7BC11E594AA00FF59FBB323","0000-00","0000-00","SHANGRILA MACTAN-OJT","","","90D35E89A7BC11E594AA00FF59FBB323"
"90D5473AA7BC11E594AA00FF59FBB323","0000-00","0000-00","NGOSIOK MARKETING, SACKING, 4YRS","","","90D61608A7BC11E594AA00FF59FBB323"
"90D6C79AA7BC11E594AA00FF59FBB323","0000-00","0000-00","MITSUMI, INC, 3YRS","","","90D7B5F7A7BC11E594AA00FF59FBB323"
"90D6C79AA7BC11E594AA00FF59FBB323","0000-00","0000-00","SARROSA INTERNATIONAL HOTEL, HOUSE","","","90D7C3BEA7BC11E594AA00FF59FBB323"
"90D6C79AA7BC11E594AA00FF59FBB323","0000-00","0000-00","KEEPING, ON CALL","","","90D7D0BBA7BC11E594AA00FF59FBB323"
"90DA0F75A7BC11E594AA00FF59FBB323","0000-00","0000-00","CEBU LECHON ANDOK'S, CREW, 6MOS","","","90DABD6CA7BC11E594AA00FF59FBB323"
"90DCEE5FA7BC11E594AA00FF59FBB323","0000-00","0000-00","TAGUM DINERS, CASHIER/WAITRESS, 6MOS","","","90DDBD6FA7BC11E594AA00FF59FBB323"
"90DCEE5FA7BC11E594AA00FF59FBB323","0000-00","0000-00","SMART COMP., CASHIER, 6MOS","","","90DDCB90A7BC11E594AA00FF59FBB323"
"90DCEE5FA7BC11E594AA00FF59FBB323","0000-00","0000-00","GILIGANS TRAINEE LANANG","","","90DDD84FA7BC11E594AA00FF59FBB323"
"95CC9CD5A7BC11E594AA00FF59FBB323","0000-00","0000-00","PRODUCTION WORKER 5MOS","","","95D0B0FAA7BC11E594AA00FF59FBB323"
"95CC9CD5A7BC11E594AA00FF59FBB323","0000-00","0000-00","PHARM.LAB.","","","95D0C077A7BC11E594AA00FF59FBB323"
"95CC9CD5A7BC11E594AA00FF59FBB323","0000-00","0000-00","PROMO DISER 5MOS","","","95D0CF7EA7BC11E594AA00FF59FBB323"
"95D3CFA6A7BC11E594AA00FF59FBB323","0000-00","0000-00","PUREGOLD JR.BALIBAGO, RECEIVING, 11MOS","","","95D50724A7BC11E594AA00FF59FBB323"
"95D738E5A7BC11E594AA00FF59FBB323","0000-00","0000-00","CANTEEN, COOK, 6MOS","","","95D81A45A7BC11E594AA00FF59FBB323"
"95D8DCB1A7BC11E594AA00FF59FBB323","0000-00","0000-00","FORMOSA GRILL, COOK, 6YRS","","","95DA0381A7BC11E594AA00FF59FBB323"
"95DADEFFA7BC11E594AA00FF59FBB323","0000-00","0000-00","LA ROSE NOIRE, PRODUCTION, 1MOS","","","95DB9BDFA7BC11E594AA00FF59FBB323"
"95DC2C6CA7BC11E594AA00FF59FBB323","0000-00","0000-00","ESSEL SUPERMARKET, BAGGER, 4MOS","","","95DCDA2DA7BC11E594AA00FF59FBB323"
"95DD6AA6A7BC11E594AA00FF59FBB323","0000-00","0000-00","CITY GRILL, SERVICE CREW, 1YR","","","95DEA34BA7BC11E594AA00FF59FBB323"
"95DF7BE5A7BC11E594AA00FF59FBB323","0000-00","0000-00","BRUNO AND DIEGO RESTO BAR, WAITER, 1YR","","","95E0832AA7BC11E594AA00FF59FBB323"
"95E14B9EA7BC11E594AA00FF59FBB323","0000-00","0000-00","MIMOSA, HOUSEKEEPING, 6MOS.","","","95E238D4A7BC11E594AA00FF59FBB323"
"95E14B9EA7BC11E594AA00FF59FBB323","0000-00","0000-00","SEUNG JIN E&C, DUCTING, 9MOS.","","","95E243C8A7BC11E594AA00FF59FBB323"
"95E14B9EA7BC11E594AA00FF59FBB323","0000-00","0000-00","SIDE GRILLER & RESTAURANT, BAR/WAITER2YR","","","95E24E18A7BC11E594AA00FF59FBB323"
"95E14B9EA7BC11E594AA00FF59FBB323","0000-00","0000-00","SEUNG JIN E&C, DUCTING, 9MOS.","","","95E258BAA7BC11E594AA00FF59FBB323"
"95E951ECA7BC11E594AA00FF59FBB323","0000-00","0000-00","LAZER BOX DISCO, WAITER/DJ, 5MOS.","","","95EA97CCA7BC11E594AA00FF59FBB323"
"95EB3F61A7BC11E594AA00FF59FBB323","0000-00","0000-00","JOLLIBEE, SERVICE CREW, 5MOS","","","95EC39FAA7BC11E594AA00FF59FBB323"
"95EB3F61A7BC11E594AA00FF59FBB323","0000-00","0000-00","LE BISTRO SUSTAINABLE COFFEE, FOOD","","","95EC4968A7BC11E594AA00FF59FBB323"
"95EB3F61A7BC11E594AA00FF59FBB323","0000-00","0000-00","ATTENDANT, 11MOS. CHICKBOY, CREW, 3MOS","","","95EC5820A7BC11E594AA00FF59FBB323"
"95EB3F61A7BC11E594AA00FF59FBB323","0000-00","0000-00","LE BISTRO SUSTAINABLE COFFEE, FOOD","","","95EC66E9A7BC11E594AA00FF59FBB323"
"95ED8B00A7BC11E594AA00FF59FBB323","0000-00","0000-00","FILBERT'S-6 FOODS, DINING CREW, 1YR 2MOS","","","95F0AB84A7BC11E594AA00FF59FBB323"
"95F3539EA7BC11E594AA00FF59FBB323","0000-00","0000-00","TRICORP LENDING INVESTORS INC. FREELANCE","","","95F4308DA7BC11E594AA00FF59FBB323"
"95F3539EA7BC11E594AA00FF59FBB323","0000-00","0000-00","AGENT, 3MOS","","","95F43F00A7BC11E594AA00FF59FBB323"
"95F51A2BA7BC11E594AA00FF59FBB323","0000-00","0000-00","JOE POULTRY FARM, STAFF, 1YR","","","95F5E6B6A7BC11E594AA00FF59FBB323"
"95F51A2BA7BC11E594AA00FF59FBB323","0000-00","0000-00","GREEN COURT PRIVATE SUITE, ROOM BOY, 1YR","","","95F5F433A7BC11E594AA00FF59FBB323"
"95F51A2BA7BC11E594AA00FF59FBB323","0000-00","0000-00","DEMIS KITCHENETTE, CREW, 1YR","","","95F600DAA7BC11E594AA00FF59FBB323"
"95F6D675A7BC11E594AA00FF59FBB323","0000-00","0000-00","MA.TERESA GRILL AND STEAKHOUSE, WAITRESS","","","95F7BF04A7BC11E594AA00FF59FBB323"
"95F6D675A7BC11E594AA00FF59FBB323","0000-00","0000-00","8 MOS","","","95F7CF09A7BC11E594AA00FF59FBB323"
"95F8CAB2A7BC11E594AA00FF59FBB323","0000-00","0000-00","3YRS, BABY SITTER, OFW DOHA QATAR","","","95F98F34A7BC11E594AA00FF59FBB323"
"95FA3D89A7BC11E594AA00FF59FBB323","0000-00","0000-00","MA.TERESA GRILL & STEAK,WAITRESS/CASHIER","","","95FB7B58A7BC11E594AA00FF59FBB323"
"95FA3D89A7BC11E594AA00FF59FBB323","0000-00","0000-00","6MOS","","","95FB8721A7BC11E594AA00FF59FBB323"
"95FC8903A7BC11E594AA00FF59FBB323","0000-00","0000-00","AAB SECURITY AGENCY, SECURITY GUARD, 1YR","","","95FDB815A7BC11E594AA00FF59FBB323"
"95FC8903A7BC11E594AA00FF59FBB323","0000-00","0000-00","SUBIC SHIPYARD, LABORER, 1YR","","","95FDC939A7BC11E594AA00FF59FBB323"
"95FC8903A7BC11E594AA00FF59FBB323","0000-00","0000-00","AFC, KIT.SUPV., 2YRS 7MOS","","","95FDD6C2A7BC11E594AA00FF59FBB323"
"9611A9C4A7BC11E594AA00FF59FBB323","0000-00","0000-00","CONSTRUCTION WORKER, 8MOS.","","","96142B07A7BC11E594AA00FF59FBB323"
"9615AE4AA7BC11E594AA00FF59FBB323","0000-00","0000-00","MAX'S, UTILITY, 1YR","","","9616A3EFA7BC11E594AA00FF59FBB323"
"9615AE4AA7BC11E594AA00FF59FBB323","0000-00","0000-00","FREE LANCE SOUND SYSTEM, 6YRS","","","9616BEC4A7BC11E594AA00FF59FBB323"
"961896E0A7BC11E594AA00FF59FBB323","0000-00","0000-00","JEDDAH MONTAROSA RESTAURANT, CAPT.","","","961A7B86A7BC11E594AA00FF59FBB323"
"961896E0A7BC11E594AA00FF59FBB323","0000-00","0000-00","WAITER, 3YRS","","","961A9537A7BC11E594AA00FF59FBB323"
"961C81EBA7BC11E594AA00FF59FBB323","0000-00","0000-00","SAN MIGUEL YAMAMURA, PROD. OPERATOR,2YRS","","","961D8AB9A7BC11E594AA00FF59FBB323"
"961E8706A7BC11E594AA00FF59FBB323","0000-00","0000-00","BAGGER 5MOS.,","","","961FAFF8A7BC11E594AA00FF59FBB323"
"96222762A7BC11E594AA00FF59FBB323","0000-00","0000-00","FILBERT'S-6 FOODS, KITCHEN CREW,1YR 2MOS","","","962344B8A7BC11E594AA00FF59FBB323"
"962765F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","OFW, HELPER/ELECTRICIAN, 1YR","","","96289CB7A7BC11E594AA00FF59FBB323"
"962765F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","CHICBOY/ DINING CREW/ 2YRS","","","9628B017A7BC11E594AA00FF59FBB323"
"962765F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","MASTER SIOMAI, SERVICE CREW/ 2YRS","","","9628C1C7A7BC11E594AA00FF59FBB323"
"962765F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","CHICBOY/ DINING CREW/ 2YRS","","","9628D335A7BC11E594AA00FF59FBB323"
"962A4B09A7BC11E594AA00FF59FBB323","0000-00","0000-00","GILIGANS, DINING TRAINEE, 2MOS","","","962BAE56A7BC11E594AA00FF59FBB323"
"962CBDDDA7BC11E594AA00FF59FBB323","0000-00","0000-00","PROMODIZER, DOWNY PRODUCTS, 3YRS","","","962E0769A7BC11E594AA00FF59FBB323"
"962ED0D4A7BC11E594AA00FF59FBB323","0000-00","0000-00","FREELANCE MOBILE BAR, UP TO PRESENT","","","962FFEDBA7BC11E594AA00FF59FBB323"
"962ED0D4A7BC11E594AA00FF59FBB323","0000-00","0000-00","CYBERTISING PHILS. INC, SEAMER/INSTALLER","","","96301325A7BC11E594AA00FF59FBB323"
"962ED0D4A7BC11E594AA00FF59FBB323","0000-00","0000-00","3YRS","","","9630260DA7BC11E594AA00FF59FBB323"
"96314B05A7BC11E594AA00FF59FBB323","0000-00","0000-00","PJ'S NEW ORLEANS, WAITER, 1YR 6MOS","","","9632D69AA7BC11E594AA00FF59FBB323"
"9633DADBA7BC11E594AA00FF59FBB323","0000-00","0000-00","CONSTRUCTION INC. JOLL PAINTER, 2YRS","","","9635182BA7BC11E594AA00FF59FBB323"
"9635D991A7BC11E594AA00FF59FBB323","0000-00","0000-00","STATELAND MANGAHAN, FACTORY WORKER, 2YRS","","","9636D2B1A7BC11E594AA00FF59FBB323"
"9637AA6EA7BC11E594AA00FF59FBB323","0000-00","0000-00","NATHANAEL-6 FOODS, DINING STRINGER, 2YRS","","","9638FDE3A7BC11E594AA00FF59FBB323"
"963BF78CA7BC11E594AA00FF59FBB323","0000-00","0000-00","DRAGON BISTRO CLUB, WAITER, 1YR","","","963D9BD4A7BC11E594AA00FF59FBB323"
"963E68ADA7BC11E594AA00FF59FBB323","0000-00","0000-00","TAGAYTAY HIGHLANDS, WAITRESS, 1MOS","","","964032D2A7BC11E594AA00FF59FBB323"
"9640FEF2A7BC11E594AA00FF59FBB323","0000-00","0000-00","SIOMAI HOUSE, CREW, 1YR","","","96420DD9A7BC11E594AA00FF59FBB323"
"9642D73CA7BC11E594AA00FF59FBB323","0000-00","0000-00","SM DASMA, CASHIER, 6MOS","","","9644221CA7BC11E594AA00FF59FBB323"
"964501EEA7BC11E594AA00FF59FBB323","0000-00","0000-00","RED RIBBON BAKESHOP, CASHIER, 6MOS","","","964601A1A7BC11E594AA00FF59FBB323"
"9646D619A7BC11E594AA00FF59FBB323","0000-00","0000-00","PADIS POINT, WAITER, 6MOS","","","9648208AA7BC11E594AA00FF59FBB323"
"96491FC2A7BC11E594AA00FF59FBB323","0000-00","0000-00","RVN COMPANY, CONSTRUCTION WORKER, 6MOS","","","964A74DEA7BC11E594AA00FF59FBB323"
"964D2F82A7BC11E594AA00FF59FBB323","0000-00","0000-00","HUMAN BTQ, CREW, 6MOS","","","964EC93DA7BC11E594AA00FF59FBB323"
"964F87C8A7BC11E594AA00FF59FBB323","0000-00","0000-00","YAZAKI, PRODUCTION OPERATOR,7 MOS","","","96508E27A7BC11E594AA00FF59FBB323"
"9658B0FCA7BC11E594AA00FF59FBB323","0000-00","0000-00","PETRON TUNKER ASSISTANT DRIVER","","","9659D1B8A7BC11E594AA00FF59FBB323"
"9658B0FCA7BC11E594AA00FF59FBB323","0000-00","0000-00","SG DIATO/CONSTRUCTION MAINTENANCE/3YRS","","","9659E39EA7BC11E594AA00FF59FBB323"
"9665DE92A7BC11E594AA00FF59FBB323","0000-00","0000-00","MC DONALD, CREW, 2YRS 6MOS","","","9666DB20A7BC11E594AA00FF59FBB323"
"9665DE92A7BC11E594AA00FF59FBB323","0000-00","0000-00","CHOWKING, KITCHEN CREW, 7MOS","","","9666EC8FA7BC11E594AA00FF59FBB323"
"9667F4EFA7BC11E594AA00FF59FBB323","0000-00","0000-00","OMNI COMPOSITE, ELECTRICAL MAINTENANCE,","","","9668F07AA7BC11E594AA00FF59FBB323"
"9667F4EFA7BC11E594AA00FF59FBB323","0000-00","0000-00","2YRS","","","9669005FA7BC11E594AA00FF59FBB323"
"966A169EA7BC11E594AA00FF59FBB323","0000-00","0000-00","VIKINGS LUXURY BUFFET, COMMI 1, 6MOS","","","966B7109A7BC11E594AA00FF59FBB323"
"966C90E3A7BC11E594AA00FF59FBB323","0000-00","0000-00","FLAVORS, SERVICE CREW, 1YR","","","966DD5B8A7BC11E594AA00FF59FBB323"
"966ED8EAA7BC11E594AA00FF59FBB323","0000-00","0000-00","KIDDIE SHOP, SALESLADY, 1MOS","","","966FF950A7BC11E594AA00FF59FBB323"
"968D6858A7BC11E594AA00FF59FBB323","0000-00","0000-00","AMICI, WAITER, 8MOS.","","","9693A0F7A7BC11E594AA00FF59FBB323"
"968D6858A7BC11E594AA00FF59FBB323","0000-00","0000-00","SM HYPERMARKET, SALES, UTILITY, 5MOS.","","","9693D2B1A7BC11E594AA00FF59FBB323"
"96963B73A7BC11E594AA00FF59FBB323","0000-00","0000-00","MAX'S RESTAURANT, CUSTOMER SERVICE","","","96A6C4B6A7BC11E594AA00FF59FBB323"
"96963B73A7BC11E594AA00FF59FBB323","0000-00","0000-00","ASSISTANCE, 3MOS","","","96A6E6DEA7BC11E594AA00FF59FBB323"
"96A876B4A7BC11E594AA00FF59FBB323","0000-00","0000-00","ANTOJOS RESTAURANTE MANILA, HEAD WAITER/","","","96AACA3EA7BC11E594AA00FF59FBB323"
"96A876B4A7BC11E594AA00FF59FBB323","0000-00","0000-00","CASHIER, 6MOS","","","96AAE653A7BC11E594AA00FF59FBB323"
"9D7D901EA7BC11E594AA00FF59FBB323","0000-00","0000-00","WAITER/5YRS/D YELLOW C PICLOT","","","9D81ABB4A7BC11E594AA00FF59FBB323"
"9D8419D1A7BC11E594AA00FF59FBB323","0000-00","0000-00","BENCH SALES CREW 5MOS.","","","9D84D408A7BC11E594AA00FF59FBB323"
"9D8419D1A7BC11E594AA00FF59FBB323","0000-00","0000-00","SM APPLIANCE SALES CREW 5MOS.","","","9D84E0B7A7BC11E594AA00FF59FBB323"
"9D85BA33A7BC11E594AA00FF59FBB323","0000-00","0000-00","EXPOSE IT SALESLADY 1YR","","","9D86D557A7BC11E594AA00FF59FBB323"
"9D87B470A7BC11E594AA00FF59FBB323","0000-00","0000-00","AIRCON TECH/2000-2005","","","9D88DEECA7BC11E594AA00FF59FBB323"
"9D89A35AA7BC11E594AA00FF59FBB323","0000-00","0000-00","MANHATTAN CORP.CREW 2MOS.","","","9D8A7CC1A7BC11E594AA00FF59FBB323"
"9D89A35AA7BC11E594AA00FF59FBB323","0000-00","0000-00","MAKATI SUPERMARKET INC. HOUSEKEEPING","","","9D8A8CC2A7BC11E594AA00FF59FBB323"
"9D89A35AA7BC11E594AA00FF59FBB323","0000-00","0000-00","2YRS.","","","9D8A9B31A7BC11E594AA00FF59FBB323"
"9D8BD6B5A7BC11E594AA00FF59FBB323","0000-00","0000-00","MACRO VISION EXPRESS, JANITOR, 9MOS.","","","9D8D2CF4A7BC11E594AA00FF59FBB323"
"9D8E0B86A7BC11E594AA00FF59FBB323","0000-00","0000-00","SM LUCENA, PROMODIZER, 6MOS.","","","9D8F6F29A7BC11E594AA00FF59FBB323"
"9D905886A7BC11E594AA00FF59FBB323","0000-00","0000-00","JACK & JILL, DRIVER & SALESMAN, 11MOS","","","9D940D69A7BC11E594AA00FF59FBB323"
"9D905886A7BC11E594AA00FF59FBB323","0000-00","0000-00","SANDEN AIRCON PHIL INC, PRODUCTION","","","9D941D66A7BC11E594AA00FF59FBB323"
"9D905886A7BC11E594AA00FF59FBB323","0000-00","0000-00","OPERATOR, 2YRS","","","9D942C2BA7BC11E594AA00FF59FBB323"
"9D9860D5A7BC11E594AA00FF59FBB323","0000-00","0000-00","JOLLIBEE, CREW, 3MOS","","","9D995024A7BC11E594AA00FF59FBB323"
"9D9860D5A7BC11E594AA00FF59FBB323","0000-00","0000-00","KFC, CREW, 6MOS","","","9D995CB7A7BC11E594AA00FF59FBB323"
"9DABD376A7BC11E594AA00FF59FBB323","0000-00","0000-00","CLUMP RESTO BAR, WAITER, 2YRS","","","9DAE7B88A7BC11E594AA00FF59FBB323"
"9DB08E97A7BC11E594AA00FF59FBB323","0000-00","0000-00","METROPOLIS ALABANG,CUSTOMER SERVICE,1MOS","","","9DB32639A7BC11E594AA00FF59FBB323"
"9DB08E97A7BC11E594AA00FF59FBB323","0000-00","0000-00","ANNALYN'S DEPT. STORE, STOCK MAN, 4MOS","","","9DB3568AA7BC11E594AA00FF59FBB323"
"9DB5D220A7BC11E594AA00FF59FBB323","0000-00","0000-00","SAVEMORE SM CITY, SALESMAN, 4MOS","","","9DB8630AA7BC11E594AA00FF59FBB323"
"9DBA69C0A7BC11E594AA00FF59FBB323","0000-00","0000-00","KAWASAKI MOTORS PHILS.,PRODUCTION","","","9DBCFC0BA7BC11E594AA00FF59FBB323"
"9DBA69C0A7BC11E594AA00FF59FBB323","0000-00","0000-00","OPERATOR, 5MOS","","","9DBD28F6A7BC11E594AA00FF59FBB323"
"9DBA69C0A7BC11E594AA00FF59FBB323","0000-00","0000-00","I.M.I PRODUCTION OPERATOR, 5MOS","","","9DBD5670A7BC11E594AA00FF59FBB323"
"9DC4DDD1A7BC11E594AA00FF59FBB323","0000-00","0000-00","ORIENT SPRING PURE WATER, FOOD HANDLER,","","","9DC680B8A7BC11E594AA00FF59FBB323"
"9DC4DDD1A7BC11E594AA00FF59FBB323","0000-00","0000-00","2YRS 2MOS","","","9DC69B84A7BC11E594AA00FF59FBB323"
"9DC4DDD1A7BC11E594AA00FF59FBB323","0000-00","0000-00","ENERGY GAS FILLING STATION, FOUR COURT","","","9DC6B59BA7BC11E594AA00FF59FBB323"
"9DC4DDD1A7BC11E594AA00FF59FBB323","0000-00","0000-00","2YRS 2MOS","","","9DC6D193A7BC11E594AA00FF59FBB323"
"9DCF27F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","SMART SHIRT CORPORATION, MOVERS, 10MOS","","","9DD04C46A7BC11E594AA00FF59FBB323"
"9DCF27F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","HYUNDAI, MESSENGER, 2YRS","","","9DD05CCFA7BC11E594AA00FF59FBB323"
"9DE678B2A7BC11E594AA00FF59FBB323","0000-00","0000-00","NEW ORLINS RESORT WORLD MANILA, CASHIER","","","9DEC3CE3A7BC11E594AA00FF59FBB323"
"9DE678B2A7BC11E594AA00FF59FBB323","0000-00","0000-00","SERVER, 9MOS","","","9DEC4EC5A7BC11E594AA00FF59FBB323"
"9DF19F6CA7BC11E594AA00FF59FBB323","0000-00","0000-00","PHILWORLD SURELY & INSURANCE AGENCY,","","","9DF62809A7BC11E594AA00FF59FBB323"
"9DF19F6CA7BC11E594AA00FF59FBB323","0000-00","0000-00","OFFICE STAFF, 7MOS","","","9DF63967A7BC11E594AA00FF59FBB323"
"9DF73443A7BC11E594AA00FF59FBB323","0000-00","0000-00","SANFORD MRKTG. CORP. STOCK CLERK, 5MOS","","","9DF84941A7BC11E594AA00FF59FBB323"
"9DF91B93A7BC11E594AA00FF59FBB323","0000-00","0000-00","MR.UBE, SERVICE CREW, 1MOS","","","9DFA4B30A7BC11E594AA00FF59FBB323"
"9DF91B93A7BC11E594AA00FF59FBB323","0000-00","0000-00","JLEX HRADWARE, SECRETARY, 3MOS","","","9DFA5815A7BC11E594AA00FF59FBB323"
"9DF91B93A7BC11E594AA00FF59FBB323","0000-00","0000-00","LAS BRISAS HOTEL & RESORT, CATERING CREW","","","9DFA6418A7BC11E594AA00FF59FBB323"
"9DF91B93A7BC11E594AA00FF59FBB323","0000-00","0000-00","JLEX HRADWARE, SECRETARY, 3MOS","","","9DFA7013A7BC11E594AA00FF59FBB323"
"9DFBC0FFA7BC11E594AA00FF59FBB323","0000-00","0000-00","KOWLOON HOUSE, WAITER, 5MOS","","","9DFCD627A7BC11E594AA00FF59FBB323"
"9DFDA7A7A7BC11E594AA00FF59FBB323","0000-00","0000-00","SM DEPT. STOCK CLERK, 6MOS","","","9DFE8C2BA7BC11E594AA00FF59FBB323"
"9DFF5670A7BC11E594AA00FF59FBB323","0000-00","0000-00","CHICKEN BACOLOD, CASHIER, 5MOS.","","","9E0488C3A7BC11E594AA00FF59FBB323"
"9DFF5670A7BC11E594AA00FF59FBB323","0000-00","0000-00","MERK'S BISTRO BAR, RECEPTIONIST, 5MOS.","","","9E0498B0A7BC11E594AA00FF59FBB323"
"9DFF5670A7BC11E594AA00FF59FBB323","0000-00","0000-00","QUANTUM AMUSEMENT, CASHIER, 5MOS.","","","9E04A7E8A7BC11E594AA00FF59FBB323"
"9DFF5670A7BC11E594AA00FF59FBB323","0000-00","0000-00","MERK'S BISTRO BAR, RECEPTIONIST, 5MOS.","","","9E04B963A7BC11E594AA00FF59FBB323"
"9E097DC9A7BC11E594AA00FF59FBB323","0000-00","0000-00","CANTEEN, HELPER, 6MOS","","","9E10B224A7BC11E594AA00FF59FBB323"
"9E126504A7BC11E594AA00FF59FBB323","0000-00","0000-00","EXCEL QUALITY INC. LABELING, 3MOS","","","9E15249CA7BC11E594AA00FF59FBB323"
"9E168A97A7BC11E594AA00FF59FBB323","0000-00","0000-00","DATEM HOMES INC, PROPERTY CONSULTANT,","","","9E1A993FA7BC11E594AA00FF59FBB323"
"9E168A97A7BC11E594AA00FF59FBB323","0000-00","0000-00","3MOS","","","9E1AADCAA7BC11E594AA00FF59FBB323"
"9E1C5134A7BC11E594AA00FF59FBB323","0000-00","0000-00","FINEX MARKETING, TELEMARKETER, 3MOS","","","9E1D7CA3A7BC11E594AA00FF59FBB323"
"9E281AD8A7BC11E594AA00FF59FBB323","0000-00","0000-00","J-BOY, HELPER-COOK, 8MOS","","","9E295528A7BC11E594AA00FF59FBB323"
"9E29EF2CA7BC11E594AA00FF59FBB323","0000-00","0000-00","CAFE FRANCE, CREW, 5MOS","","","9E2AD4ECA7BC11E594AA00FF59FBB323"
"9E29EF2CA7BC11E594AA00FF59FBB323","0000-00","0000-00","CUP CAKE LAB, CREW, 3MOS","","","9E2ADFD8A7BC11E594AA00FF59FBB323"
"9E38E335A7BC11E594AA00FF59FBB323","0000-00","0000-00","SHANG GUANG CHINESE, COOK, 2YEARS","","","9E3CDAB2A7BC11E594AA00FF59FBB323"
"9E38E335A7BC11E594AA00FF59FBB323","0000-00","0000-00","TIMMY'S CHINESE RESTO, FOOD DISPATCHING","","","9E3D1C69A7BC11E594AA00FF59FBB323"
"9E38E335A7BC11E594AA00FF59FBB323","0000-00","0000-00","3YEARS","","","9E3D4C2BA7BC11E594AA00FF59FBB323"
