"employeeid","periodfrom","periodto","acadlvlid","school","course","remarks","id"
"90DCEE5FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1 SEM, BS EDUCATION, ACR SISTERS COLL.","","","90DD7DC5A7BC11E594AA00FF59FBB323"
"90DEB159A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, STEWARDSHIP, NNSCST","","","90DF5876A7BC11E594AA00FF59FBB323"
"95CC9CD5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL,BSE ANGELES UNIVERSITY FOUND.","","","95D03495A7BC11E594AA00FF59FBB323"
"95D1DDD1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, SAN JOSE NATIONAL HIGH SCHOOL","","","95D2AB94A7BC11E594AA00FF59FBB323"
"95D3CFA6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BIM, ASEAN INSTITUTE OF CS","","","95D4B67EA7BC11E594AA00FF59FBB323"
"95D5EF30A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL UNGRAD, BSBA MARKETING, HAU","","","95D68DF2A7BC11E594AA00FF59FBB323"
"95D738E5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, REBAMONTAN NATIONAL HS","","","95D7E1E2A7BC11E594AA00FF59FBB323"
"95D8DCB1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, COMPUTER TECH, DATA CENTER","","","95D9CFCEA7BC11E594AA00FF59FBB323"
"95DADEFFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BSHRM, PAMPANGA AGRICULTURAL","","","95DB6830A7BC11E594AA00FF59FBB323"
"95DC2C6CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, ANGELES CITY HS","","","95DCA8C1A7BC11E594AA00FF59FBB323"
"95DD6AA6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BASILAN HS","","","95DE6B16A7BC11E594AA00FF59FBB323"
"95DF7BE5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD, ANGELES CITY N.H.S.","","","95E043F7A7BC11E594AA00FF59FBB323"
"95E14B9EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD, JOSE C. FELICIANO COLL","","","95E1F45AA7BC11E594AA00FF59FBB323"
"95E951ECA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GABALDON VOC. AGRI. N.H.S.","","","95EA2A10A7BC11E594AA00FF59FBB323"
"95EB3F61A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, BS NURSING, COLLEGE OF I.C","","","95EBF81AA7BC11E594AA00FF59FBB323"
"95ED8B00A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL,HRM,INTERWORLD COLL.FOUNDATION","","","95EE0FAFA7BC11E594AA00FF59FBB323"
"95F3539EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, NUEVA ECIJA NHS","","","95F3EC0FA7BC11E594AA00FF59FBB323"
"95F51A2BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GABALDON VOC.AGRICULTURE HS","","","95F5ACEBA7BC11E594AA00FF59FBB323"
"95F6D675A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR VOC,CONSUMR ELCTRONICS PROV MANPWR","","","95F77301A7BC11E594AA00FF59FBB323"
"95F8CAB2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS, VOC, CULINARY ARTS AVPT","","","95F95724A7BC11E594AA00FF59FBB323"
"95FA3D89A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, NEHS","","","95FB4528A7BC11E594AA00FF59FBB323"
"95FC8903A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GABALDON VOC.HS","","","95FD7406A7BC11E594AA00FF59FBB323"
"96078BB4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","960AE600A7BC11E594AA00FF59FBB323"
"960CC064A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, GABALDON VOC. AGRI. H.S.","","","960DC3BBA7BC11E594AA00FF59FBB323"
"960F2BE4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD, BSHRM, UNIVERSITY OF MINDANAO","","","96102FBEA7BC11E594AA00FF59FBB323"
"9611A9C4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, DASMARI","","","9613A59BA7BC11E594AA00FF59FBB323"
"961896E0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BS CUSTOMS ADMIN, PMI COLLEGE","","","961A202FA7BC11E594AA00FF59FBB323"
"961C81EBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, COMPUTER TECH, NCST","","","961D3BAEA7BC11E594AA00FF59FBB323"
"961E8706A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRADUATE","","","961F5FA9A7BC11E594AA00FF59FBB323"
"9620A036A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL GRAD, BSHRM, PERPETUAL GMA","","","96215A3BA7BC11E594AA00FF59FBB323"
"96222762A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DR.MARIA D. PASTRANA HS","","","9622F18EA7BC11E594AA00FF59FBB323"
"96242C49A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR HS, LIWAYWAY HIGH SCHOOL","","","9624E476A7BC11E594AA00FF59FBB323"
"9625D6C5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, TALOBATIB HS","","","96269415A7BC11E594AA00FF59FBB323"
"962765F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, RISEN CHRIST CATHOLIC SCHOOL","","","96283EA6A7BC11E594AA00FF59FBB323"
"962A4B09A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LIWAYWAY HS","","","962B64ECA7BC11E594AA00FF59FBB323"
"962CBDDDA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BEED, MT.CARMEL COLLEGE","","","962DB57BA7BC11E594AA00FF59FBB323"
"962ED0D4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BSHRM, DE LA SALLE UNIVERSITY","","","962FB626A7BC11E594AA00FF59FBB323"
"96314B05A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, CRIMINOLOGY, LEYTE COLLEGES","","","9632809EA7BC11E594AA00FF59FBB323"
"9633DADBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, TIMOTEO PAEZ HS","","","9634D55CA7BC11E594AA00FF59FBB323"
"9635D991A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, NALOOK NHS","","","9636878BA7BC11E594AA00FF59FBB323"
"9637AA6EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LIWAYWAY NHS","","","9638B971A7BC11E594AA00FF59FBB323"
"9639D855A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MANUEL S.ENVERGA MEMORIAL COLL.","","","963B1E56A7BC11E594AA00FF59FBB323"
"963BF78CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MANUEL ROXAS HS","","","963D516CA7BC11E594AA00FF59FBB323"
"963E68ADA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PAG-ASA NHS","","","963FE4FFA7BC11E594AA00FF59FBB323"
"9640FEF2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, NEW ERA HS","","","9641C3A2A7BC11E594AA00FF59FBB323"
"9642D73CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BSHRM, NCST DASMA","","","9643D745A7BC11E594AA00FF59FBB323"
"964501EEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, HRM, CAVITE STATE UNIVERSITY","","","9645B8E8A7BC11E594AA00FF59FBB323"
"9646D619A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, MARINE ENGNR. PMI MARINE INST","","","9647D1FFA7BC11E594AA00FF59FBB323"
"96491FC2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LIWAYWAY NHS","","","964A214EA7BC11E594AA00FF59FBB323"
"964BA160A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COL, BSBA, ROGATIONIST COLLEGE","","","964C68DAA7BC11E594AA00FF59FBB323"
"964D2F82A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COL, B.S.I.T DE LASALLE UNIVERSITY","","","964E8377A7BC11E594AA00FF59FBB323"
"964F87C8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DASMA EAST, NTL, HIGHSCHOOL","","","96503E01A7BC11E594AA00FF59FBB323"
"96514CC3A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, CONGRESSIONAL NATIONAL HS","","","9651F798A7BC11E594AA00FF59FBB323"
"9652BCF8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COL, BSHRM, CAVITE STATE UNIVERSITY","","","9653A072A7BC11E594AA00FF59FBB323"
"9654742DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, QUEZON HIGH ACADEMY","","","9655DB0DA7BC11E594AA00FF59FBB323"
"96571B75A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, DHRM, CAVITE STATE UNIVERSITY","","","9657DA0DA7BC11E594AA00FF59FBB323"
"9658B0FCA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DASMARINAS NORTH NHS","","","96596901A7BC11E594AA00FF59FBB323"
"9664385DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PAGASA NHS","","","966505B1A7BC11E594AA00FF59FBB323"
"9665DE92A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, SAN JOSE NHS","","","96669658A7BC11E594AA00FF59FBB323"
"9667F4EFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL.ELECTRO MECHANICAL TECH,DBTIMC","","","9668A9C2A7BC11E594AA00FF59FBB323"
"966A169EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BACOOR NATIONAL HIGH SCHOOL","","","966B292DA7BC11E594AA00FF59FBB323"
"966C90E3A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, PHIL.CAMPBRIDGE SCHOOL","","","966D8F98A7BC11E594AA00FF59FBB323"
"966ED8EAA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LIWAYWAY NATIONAL HS","","","966F97AFA7BC11E594AA00FF59FBB323"
"9670C363A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PARASAN NHS","","","967213D0A7BC11E594AA00FF59FBB323"
"968D6858A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL. PUBLIC ADMIN, CITY COLL OF MLA","","","968F9CC3A7BC11E594AA00FF59FBB323"
"96963B73A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BSHRM, UNIVERSITY PERPETUAL","","","96A5C33BA7BC11E594AA00FF59FBB323"
"96A876B4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, INFO.TECH. DATAMEX","","","96AA39B9A7BC11E594AA00FF59FBB323"
"96AC8E1AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, CAROLINA NHS","","","96ADB15EA7BC11E594AA00FF59FBB323"
"96AF04F8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MARIA DOCTORA D PASTRANA NHS","","","96B0413DA7BC11E594AA00FF59FBB323"
"96B1DED1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, ST JOSEPH ACADEMY OF DASMARINAS","","","96B2E5F5A7BC11E594AA00FF59FBB323"
"96B44EAAA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COL,CRIMINOLOGY,NATN'L COMP SCI&TECH","","","96B56053A7BC11E594AA00FF59FBB323"
"96B6A576A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DR.MARIA D. PASTRANA NHS","","","96B7AE97A7BC11E594AA00FF59FBB323"
"9D7D901EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","9D812E9AA7BC11E594AA00FF59FBB323"
"9D82D661A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR/HRM/MSEUF","","","9D837817A7BC11E594AA00FF59FBB323"
"9D8419D1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR.COLL,ELECTRONICS ISABELA STATE UNIV.","","","9D84A069A7BC11E594AA00FF59FBB323"
"9D85BA33A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, COMSEC,UNEP.","","","9D86960FA7BC11E594AA00FF59FBB323"
"9D87B470A7BC11E594AA00FF59FBB323","0000-00","0000-00","","COLLEGE","","","9D88AC3FA7BC11E594AA00FF59FBB323"
"9D89A35AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL.CRIMINOLOGY PARTIDO COLL.","","","9D8A337CA7BC11E594AA00FF59FBB323"
"9D8BD6B5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, SAN PEDRO HIGH SCHOOL","","","9D8CD953A7BC11E594AA00FF59FBB323"
"9D8E0B86A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD., TAYABAS QUEZON HS","","","9D8F2EDBA7BC11E594AA00FF59FBB323"
"9D905886A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GEN. MARIANO TECHNICAL HS","","","9D90DE5DA7BC11E594AA00FF59FBB323"
"9D9860D5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3RD YR COLL. BSHRM,PCU/LYCEUM OF ALABANG","","","9D9911E8A7BC11E594AA00FF59FBB323"
"9D9CDEB8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, CENTRAL QUEZON ACADEMY","","","9DA165FCA7BC11E594AA00FF59FBB323"
"9DA428A1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS COLL, COM SCI, PLMUN","","","9DA9A80FA7BC11E594AA00FF59FBB323"
"9DABD376A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MUNTINLUPA NHS","","","9DADC604A7BC11E594AA00FF59FBB323"
"9DB08E97A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL,EDUCATION, UNIV.OF CITY MUNTI.","","","9DB2814EA7BC11E594AA00FF59FBB323"
"9DB5D220A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRS, LYCEUM OF ALABANG","","","9DB7C4E3A7BC11E594AA00FF59FBB323"
"9DBA69C0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GARD, PEDHS","","","9DBC498BA7BC11E594AA00FF59FBB323"
"9DC0645BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS GRAD,BS MARINE TRANS, WESTBAY COLL.","","","9DC32F42A7BC11E594AA00FF59FBB323"
"9DCF27F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, EDUCATION, JUSTINIANI MOTORS","","","9DCFFE11A7BC11E594AA00FF59FBB323"
"9DD143D0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRS, LYCEUM OF ALABANG","","","9DD66F88A7BC11E594AA00FF59FBB323"
"9DD766EDA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1 SEM.COLL, INFO TECH. ST. FRANCIS COLL.","","","9DDAC673A7BC11E594AA00FF59FBB323"
"9DE678B2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS COLL, BSHRM, PHIL.WOMENS UNIVERSITY","","","9DEBE1D1A7BC11E594AA00FF59FBB323"
"9DF19F6CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRS, GATEWAYS INST.OF SCI.TEC","","","9DF246B6A7BC11E594AA00FF59FBB323"
"9DF73443A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BTECH TEACHER, ISABELA STATE","","","9DF80526A7BC11E594AA00FF59FBB323"
"9DF91B93A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, TINAJEROS NHS","","","9DFA0ADAA7BC11E594AA00FF59FBB323"
"9DFBC0FFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BSHRM, UNIVERSITY OF MANILA","","","9DFC9105A7BC11E594AA00FF59FBB323"
"9DFDA7A7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRS, MONTISORY PROF. COLLEGE","","","9DFE48EAA7BC11E594AA00FF59FBB323"
"9DFF5670A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL GRAD CORA DOLOROSO TRAVEL/TOUR","","","9E04458AA7BC11E594AA00FF59FBB323"
"9E097DC9A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PATEROS NHS","","","9E0D55EFA7BC11E594AA00FF59FBB323"
"9E126504A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, COM.TECH. MANUEL E. ENVERGA U.","","","9E146688A7BC11E594AA00FF59FBB323"
"9E168A97A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BSHRM, UNIVERSITY MANILA","","","9E1A44FEA7BC11E594AA00FF59FBB323"
"9E1C5134A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRS, PASIG CATHOLIC COLL.","","","9E1D2044A7BC11E594AA00FF59FBB323"
"9E1E692CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","9E224033A7BC11E594AA00FF59FBB323"
"9E281AD8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, SAN JOAQUIN KALAWAAN HS","","","9E2914A1A7BC11E594AA00FF59FBB323"
"9E29EF2CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, COM TECH MNGNT. UMAC","","","9E2AA2F4A7BC11E594AA00FF59FBB323"
"9E2BDDDCA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, COM SCI.GATEWAY'S INSTITUTE","","","9E2C5AA0A7BC11E594AA00FF59FBB323"
"9E38E335A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS UNDERGRAD, BA, PUP","","","9E3C2519A7BC11E594AA00FF59FBB323"
"9E40B1EAA7BC11E594AA00FF59FBB323","0000-00","0000-00","","COLLEGE LEVEL","","","9E42AA73A7BC11E594AA00FF59FBB323"
"9E45C629A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, HRS, TESDA","","","9E483354A7BC11E594AA00FF59FBB323"
"9E4BBB81A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, LIWAYWAY NAT'L HIGH SCHOOL","","","9E4D297CA7BC11E594AA00FF59FBB323"
"9E4EC3F0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1 SEM, ASSOCIATE IN COMSCI, UMAK","","","9E503F78A7BC11E594AA00FF59FBB323"
"9E5238EFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2MOS, F&B SERVICES, CENTER FOR ADVANCEMT","","","9E53D308A7BC11E594AA00FF59FBB323"
"9E591896A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, AHRM, CAM SUR INST.F.MARINE.S","","","9E5A1FFCA7BC11E594AA00FF59FBB323"
"9E5B3CF7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, BSHRM, STI","","","9E5C6F2AA7BC11E594AA00FF59FBB323"
"9E5E6390A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, COMP PROGRAMMER, ROMBLON S.U","","","9E5F4083A7BC11E594AA00FF59FBB323"
"9E602C68A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD,BIA MAJOR BROADCAST ARTS, UMAK","","","9E615C1AA7BC11E594AA00FF59FBB323"
"9E631E74A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1 SEM, HRM, JOSE RIZAL UNIVERSITY","","","9E646EA7A7BC11E594AA00FF59FBB323"
"9E65FDB8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS VOC. WELDER, TESDA MANILA","","","9E66C9B3A7BC11E594AA00FF59FBB323"
"9E680C77A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, THEOLOGY, WORLD HARVEST BIBLE","","","9E68E9DDA7BC11E594AA00FF59FBB323"
"9E6A0FBAA7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YR COLL, PUBLIC ADMIN, UNIBERSIDAD MNLA","","","9E863A9EA7BC11E594AA00FF59FBB323"
"9E87AC39A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRS, CRISTO REY INSTITUTE","","","9E8DC72DA7BC11E594AA00FF59FBB323"
"9E8EF5F1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BS MARKETING, UMAK","","","9E93712FA7BC11E594AA00FF59FBB323"
"9EA03C9BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL,HRM, UNIV.OF NORTHEASTERN PHIL","","","9EA91D3BA7BC11E594AA00FF59FBB323"
"9EAE9F90A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR,ARCHITECTURE,TUP DASMA","","","9EB12F77A7BC11E594AA00FF59FBB323"
"9EB2FBCEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS,COMP.TECH,DATAMEX","","","9EB403E0A7BC11E594AA00FF59FBB323"
"9EB580C6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS,HRM,MARGAPHIL TECH. INSTITUTE","","","9EB6671AA7BC11E594AA00FF59FBB323"
"9EB77C46A7BC11E594AA00FF59FBB323","0000-00","0000-00","","COLLEGE UNDERGRAD","","","9EB8C888A7BC11E594AA00FF59FBB323"
"9EBA82B4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL, Q.N.H.S.","","","9EBB9140A7BC11E594AA00FF59FBB323"
"9EBCAB69A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, CINHS","","","9EBD258FA7BC11E594AA00FF59FBB323"
"9EC20146A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, PITOGO HIGH SCHOOL","","","9EC2DEFAA7BC11E594AA00FF59FBB323"
"9EC44F4DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD, AGLIPA NATIONAL HS","","","9EC4E71AA7BC11E594AA00FF59FBB323"
"9EC5D56BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PASAY NATIONAL HIGH SCHOOL","","","9EC68F4BA7BC11E594AA00FF59FBB323"
"9EC79AD8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DON CARLOS LEDESMA NHS","","","9EC82A00A7BC11E594AA00FF59FBB323"
"9ECCFB2EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LIWAYWAY NHS","","","9ED26ABCA7BC11E594AA00FF59FBB323"
"9ED60278A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, ASSOCIATE CUSTOMER SC, UMAK","","","9ED6FACAA7BC11E594AA00FF59FBB323"
"9EDA17D4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS VOC. COM.PROGRAMING, MATIF","","","9EDBC8E0A7BC11E594AA00FF59FBB323"
"9EE0CADEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BILAD HS CAMILING TARLAC","","","9EE2A17DA7BC11E594AA00FF59FBB323"
"9EE7CB38A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, FORT BONIFACIO HS","","","9EEA86DBA7BC11E594AA00FF59FBB323"
"9EF33EBFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","K12 UGRAD, F & B, UMAK","","","9EF63833A7BC11E594AA00FF59FBB323"
"9EFA8D6FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, IBABANG DUPAY NHS","","","9F02D5FCA7BC11E594AA00FF59FBB323"
"9FA3BF40A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL,COMPUTER PROGRAMING, PSTC","","","9FC1B5D7A7BC11E594AA00FF59FBB323"
"9FD62C2DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS, IT MAJOR IN TECHNICIAN, IMUS COLL.","","","9FE51E3AA7BC11E594AA00FF59FBB323"
"9FFA857FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRS, MMDC-TESDA","","","9FFC83A5A7BC11E594AA00FF59FBB323"
"A00294A7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YRS COLL, AUTOMOTIVE, CAVSU","","","A0050691A7BC11E594AA00FF59FBB323"
"A00B176EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PAG-ASA NHS","","","A011B841A7BC11E594AA00FF59FBB323"
"A014894CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL,BSHRM,IFUGAO STATE UNIVERSITY","","","A01BD0E1A7BC11E594AA00FF59FBB323"
"A021D2FEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR VOC.HOUSEHOLD CONSUMER ELECT. TESDA","","","A028520AA7BC11E594AA00FF59FBB323"
"A031C9CEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, CENTRAL QUEZON ACADEMY","","","A038E55BA7BC11E594AA00FF59FBB323"
"A044A5DFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BSCS, STI","","","A050869FA7BC11E594AA00FF59FBB323"
"A05A681DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MANUEL S. ENVERGA MCAT","","","A05D2BF1A7BC11E594AA00FF59FBB323"
"A071C623A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GOV. FERRER MEMORIAL, NHS","","","A073EA74A7BC11E594AA00FF59FBB323"
"A078E805A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COL,HRM,CAVITE STATE UNIVERSITY","","","A07AFEEAA7BC11E594AA00FF59FBB323"
"A085EDB9A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL,BSBA,MTCBA","","","A0898AD8A7BC11E594AA00FF59FBB323"
"A6AE6005A7BC11E594AA00FF59FBB323","0000-00","0000-00","","MARINES TRANSPORTATION,PHIL MARITIME INS","","","A6BE851EA7BC11E594AA00FF59FBB323"
"A6C1785DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, BSCA, PMI COLLEGE BOHOL","","","A6CF4178A7BC11E594AA00FF59FBB323"
"A6D8F2B5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, UPPER BICUTAN NHS","","","A6E03760A7BC11E594AA00FF59FBB323"
"A6EA2A9FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD.","","","A6F0988FA7BC11E594AA00FF59FBB323"
"A6F5633EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, COM SEC. I-NET ASEAN TECH","","","A6F6C482A7BC11E594AA00FF59FBB323"
